filename,label,manipulation,video_id,split
train\fake\Deepfakes\111_094_f000432.jpg,1,Deepfakes,111_094,train
train\fake\Deepfakes\253_183_f000000.jpg,1,Deepfakes,253_183,train
train\fake\Deepfakes\253_183_f000125.jpg,1,Deepfakes,253_183,train
train\fake\Deepfakes\253_183_f000250.jpg,1,Deepfakes,253_183,train
train\fake\Deepfakes\253_183_f000375.jpg,1,Deepfakes,253_183,train
train\fake\Deepfakes\253_183_f000500.jpg,1,Deepfakes,253_183,train
train\fake\Deepfakes\291_874_f000000.jpg,1,Deepfakes,291_874,train
train\fake\Deepfakes\291_874_f000082.jpg,1,Deepfakes,291_874,train
train\fake\Deepfakes\291_874_f000164.jpg,1,Deepfakes,291_874,train
train\fake\Deepfakes\291_874_f000246.jpg,1,Deepfakes,291_874,train
train\fake\Deepfakes\291_874_f000328.jpg,1,Deepfakes,291_874,train
train\fake\Deepfakes\007_132_f000000.jpg,1,Deepfakes,007_132,train
train\fake\Deepfakes\007_132_f000126.jpg,1,Deepfakes,007_132,train
train\fake\Deepfakes\007_132_f000252.jpg,1,Deepfakes,007_132,train
train\fake\Deepfakes\007_132_f000378.jpg,1,Deepfakes,007_132,train
train\fake\Deepfakes\007_132_f000504.jpg,1,Deepfakes,007_132,train
train\fake\Deepfakes\182_242_f000000.jpg,1,Deepfakes,182_242,train
train\fake\Deepfakes\182_242_f000154.jpg,1,Deepfakes,182_242,train
train\fake\Deepfakes\182_242_f000308.jpg,1,Deepfakes,182_242,train
train\fake\Deepfakes\182_242_f000462.jpg,1,Deepfakes,182_242,train
train\fake\Deepfakes\182_242_f000616.jpg,1,Deepfakes,182_242,train
train\fake\Deepfakes\006_002_f000000.jpg,1,Deepfakes,006_002,train
train\fake\Deepfakes\006_002_f000077.jpg,1,Deepfakes,006_002,train
train\fake\Deepfakes\006_002_f000154.jpg,1,Deepfakes,006_002,train
train\fake\Deepfakes\006_002_f000231.jpg,1,Deepfakes,006_002,train
train\fake\Deepfakes\006_002_f000308.jpg,1,Deepfakes,006_002,train
train\fake\Deepfakes\951_947_f000000.jpg,1,Deepfakes,951_947,train
train\fake\Deepfakes\951_947_f000293.jpg,1,Deepfakes,951_947,train
train\fake\Deepfakes\951_947_f000586.jpg,1,Deepfakes,951_947,train
train\fake\Deepfakes\951_947_f000879.jpg,1,Deepfakes,951_947,train
train\fake\Deepfakes\951_947_f001172.jpg,1,Deepfakes,951_947,train
train\fake\Deepfakes\081_087_f000000.jpg,1,Deepfakes,081_087,train
train\fake\Deepfakes\081_087_f000292.jpg,1,Deepfakes,081_087,train
train\fake\Deepfakes\081_087_f000584.jpg,1,Deepfakes,081_087,train
train\fake\Deepfakes\081_087_f000876.jpg,1,Deepfakes,081_087,train
train\fake\Deepfakes\081_087_f001168.jpg,1,Deepfakes,081_087,train
train\fake\Deepfakes\899_914_f000000.jpg,1,Deepfakes,899_914,train
train\fake\Deepfakes\899_914_f000139.jpg,1,Deepfakes,899_914,train
train\fake\Deepfakes\899_914_f000278.jpg,1,Deepfakes,899_914,train
train\fake\Deepfakes\899_914_f000417.jpg,1,Deepfakes,899_914,train
train\fake\Deepfakes\899_914_f000556.jpg,1,Deepfakes,899_914,train
train\fake\Deepfakes\896_128_f000000.jpg,1,Deepfakes,896_128,train
train\fake\Deepfakes\896_128_f000132.jpg,1,Deepfakes,896_128,train
train\fake\Deepfakes\896_128_f000264.jpg,1,Deepfakes,896_128,train
train\fake\Deepfakes\896_128_f000396.jpg,1,Deepfakes,896_128,train
train\fake\Deepfakes\896_128_f000528.jpg,1,Deepfakes,896_128,train
train\fake\Deepfakes\693_698_f000000.jpg,1,Deepfakes,693_698,train
train\fake\Deepfakes\693_698_f000148.jpg,1,Deepfakes,693_698,train
train\fake\Deepfakes\693_698_f000296.jpg,1,Deepfakes,693_698,train
train\fake\Deepfakes\693_698_f000444.jpg,1,Deepfakes,693_698,train
train\fake\Deepfakes\693_698_f000592.jpg,1,Deepfakes,693_698,train
train\fake\Deepfakes\375_251_f000000.jpg,1,Deepfakes,375_251,train
train\fake\Deepfakes\375_251_f000088.jpg,1,Deepfakes,375_251,train
train\fake\Deepfakes\375_251_f000176.jpg,1,Deepfakes,375_251,train
train\fake\Deepfakes\375_251_f000264.jpg,1,Deepfakes,375_251,train
train\fake\Deepfakes\375_251_f000352.jpg,1,Deepfakes,375_251,train
train\fake\Deepfakes\652_773_f000000.jpg,1,Deepfakes,652_773,train
train\fake\Deepfakes\652_773_f000113.jpg,1,Deepfakes,652_773,train
train\fake\Deepfakes\652_773_f000226.jpg,1,Deepfakes,652_773,train
train\fake\Deepfakes\652_773_f000339.jpg,1,Deepfakes,652_773,train
train\fake\Deepfakes\652_773_f000452.jpg,1,Deepfakes,652_773,train
train\fake\Deepfakes\137_165_f000000.jpg,1,Deepfakes,137_165,train
train\fake\Deepfakes\137_165_f000151.jpg,1,Deepfakes,137_165,train
train\fake\Deepfakes\137_165_f000302.jpg,1,Deepfakes,137_165,train
train\fake\Deepfakes\137_165_f000453.jpg,1,Deepfakes,137_165,train
train\fake\Deepfakes\137_165_f000604.jpg,1,Deepfakes,137_165,train
train\fake\Deepfakes\542_520_f000000.jpg,1,Deepfakes,542_520,train
train\fake\Deepfakes\542_520_f000079.jpg,1,Deepfakes,542_520,train
train\fake\Deepfakes\542_520_f000158.jpg,1,Deepfakes,542_520,train
train\fake\Deepfakes\542_520_f000237.jpg,1,Deepfakes,542_520,train
train\fake\Deepfakes\542_520_f000316.jpg,1,Deepfakes,542_520,train
train\fake\Deepfakes\517_521_f000000.jpg,1,Deepfakes,517_521,train
train\fake\Deepfakes\517_521_f000093.jpg,1,Deepfakes,517_521,train
train\fake\Deepfakes\517_521_f000186.jpg,1,Deepfakes,517_521,train
train\fake\Deepfakes\517_521_f000279.jpg,1,Deepfakes,517_521,train
train\fake\Deepfakes\517_521_f000372.jpg,1,Deepfakes,517_521,train
train\fake\Deepfakes\809_799_f000000.jpg,1,Deepfakes,809_799,train
train\fake\Deepfakes\809_799_f000091.jpg,1,Deepfakes,809_799,train
train\fake\Deepfakes\809_799_f000182.jpg,1,Deepfakes,809_799,train
train\fake\Deepfakes\809_799_f000273.jpg,1,Deepfakes,809_799,train
train\fake\Deepfakes\809_799_f000364.jpg,1,Deepfakes,809_799,train
train\fake\Deepfakes\502_504_f000000.jpg,1,Deepfakes,502_504,train
train\fake\Deepfakes\502_504_f000079.jpg,1,Deepfakes,502_504,train
train\fake\Deepfakes\502_504_f000158.jpg,1,Deepfakes,502_504,train
train\fake\Deepfakes\502_504_f000237.jpg,1,Deepfakes,502_504,train
train\fake\Deepfakes\502_504_f000316.jpg,1,Deepfakes,502_504,train
train\fake\Deepfakes\163_031_f000000.jpg,1,Deepfakes,163_031,train
train\fake\Deepfakes\163_031_f000075.jpg,1,Deepfakes,163_031,train
train\fake\Deepfakes\163_031_f000150.jpg,1,Deepfakes,163_031,train
train\fake\Deepfakes\163_031_f000225.jpg,1,Deepfakes,163_031,train
train\fake\Deepfakes\163_031_f000300.jpg,1,Deepfakes,163_031,train
train\fake\Deepfakes\921_569_f000000.jpg,1,Deepfakes,921_569,train
train\fake\Deepfakes\921_569_f000073.jpg,1,Deepfakes,921_569,train
train\fake\Deepfakes\921_569_f000146.jpg,1,Deepfakes,921_569,train
train\fake\Deepfakes\921_569_f000219.jpg,1,Deepfakes,921_569,train
train\fake\Deepfakes\921_569_f000292.jpg,1,Deepfakes,921_569,train
train\fake\Deepfakes\032_944_f000000.jpg,1,Deepfakes,032_944,train
train\fake\Deepfakes\032_944_f000077.jpg,1,Deepfakes,032_944,train
train\fake\Deepfakes\032_944_f000154.jpg,1,Deepfakes,032_944,train
train\fake\Deepfakes\032_944_f000231.jpg,1,Deepfakes,032_944,train
train\fake\Deepfakes\032_944_f000308.jpg,1,Deepfakes,032_944,train
train\fake\Deepfakes\668_664_f000000.jpg,1,Deepfakes,668_664,train
train\fake\Deepfakes\668_664_f000099.jpg,1,Deepfakes,668_664,train
train\fake\Deepfakes\668_664_f000198.jpg,1,Deepfakes,668_664,train
train\fake\Deepfakes\668_664_f000297.jpg,1,Deepfakes,668_664,train
train\fake\Deepfakes\668_664_f000396.jpg,1,Deepfakes,668_664,train
train\fake\Deepfakes\296_293_f000000.jpg,1,Deepfakes,296_293,train
train\fake\Deepfakes\296_293_f000083.jpg,1,Deepfakes,296_293,train
train\fake\Deepfakes\296_293_f000166.jpg,1,Deepfakes,296_293,train
train\fake\Deepfakes\296_293_f000249.jpg,1,Deepfakes,296_293,train
train\fake\Deepfakes\296_293_f000332.jpg,1,Deepfakes,296_293,train
train\fake\Deepfakes\568_628_f000000.jpg,1,Deepfakes,568_628,train
train\fake\Deepfakes\568_628_f000142.jpg,1,Deepfakes,568_628,train
train\fake\Deepfakes\568_628_f000284.jpg,1,Deepfakes,568_628,train
train\fake\Deepfakes\568_628_f000426.jpg,1,Deepfakes,568_628,train
train\fake\Deepfakes\568_628_f000568.jpg,1,Deepfakes,568_628,train
train\fake\Deepfakes\486_680_f000000.jpg,1,Deepfakes,486_680,train
train\fake\Deepfakes\486_680_f000140.jpg,1,Deepfakes,486_680,train
train\fake\Deepfakes\486_680_f000280.jpg,1,Deepfakes,486_680,train
train\fake\Deepfakes\486_680_f000420.jpg,1,Deepfakes,486_680,train
train\fake\Deepfakes\486_680_f000560.jpg,1,Deepfakes,486_680,train
train\fake\Deepfakes\826_833_f000000.jpg,1,Deepfakes,826_833,train
train\fake\Deepfakes\826_833_f000088.jpg,1,Deepfakes,826_833,train
train\fake\Deepfakes\826_833_f000176.jpg,1,Deepfakes,826_833,train
train\fake\Deepfakes\826_833_f000264.jpg,1,Deepfakes,826_833,train
train\fake\Deepfakes\826_833_f000352.jpg,1,Deepfakes,826_833,train
train\fake\Deepfakes\575_603_f000000.jpg,1,Deepfakes,575_603,train
train\fake\Deepfakes\575_603_f000139.jpg,1,Deepfakes,575_603,train
train\fake\Deepfakes\575_603_f000278.jpg,1,Deepfakes,575_603,train
train\fake\Deepfakes\575_603_f000417.jpg,1,Deepfakes,575_603,train
train\fake\Deepfakes\575_603_f000556.jpg,1,Deepfakes,575_603,train
train\fake\Deepfakes\584_823_f000000.jpg,1,Deepfakes,584_823,train
train\fake\Deepfakes\584_823_f000118.jpg,1,Deepfakes,584_823,train
train\fake\Deepfakes\584_823_f000236.jpg,1,Deepfakes,584_823,train
train\fake\Deepfakes\584_823_f000354.jpg,1,Deepfakes,584_823,train
train\fake\Deepfakes\584_823_f000472.jpg,1,Deepfakes,584_823,train
train\fake\Deepfakes\131_518_f000000.jpg,1,Deepfakes,131_518,train
train\fake\Deepfakes\131_518_f000076.jpg,1,Deepfakes,131_518,train
train\fake\Deepfakes\131_518_f000152.jpg,1,Deepfakes,131_518,train
train\fake\Deepfakes\131_518_f000228.jpg,1,Deepfakes,131_518,train
train\fake\Deepfakes\131_518_f000304.jpg,1,Deepfakes,131_518,train
train\fake\Deepfakes\267_286_f000000.jpg,1,Deepfakes,267_286,train
train\fake\Deepfakes\267_286_f000076.jpg,1,Deepfakes,267_286,train
train\fake\Deepfakes\267_286_f000152.jpg,1,Deepfakes,267_286,train
train\fake\Deepfakes\267_286_f000228.jpg,1,Deepfakes,267_286,train
train\fake\Deepfakes\267_286_f000304.jpg,1,Deepfakes,267_286,train
train\fake\Deepfakes\583_558_f000000.jpg,1,Deepfakes,583_558,train
train\fake\Deepfakes\583_558_f000118.jpg,1,Deepfakes,583_558,train
train\fake\Deepfakes\583_558_f000236.jpg,1,Deepfakes,583_558,train
train\fake\Deepfakes\583_558_f000354.jpg,1,Deepfakes,583_558,train
train\fake\Deepfakes\583_558_f000472.jpg,1,Deepfakes,583_558,train
train\fake\Deepfakes\074_825_f000000.jpg,1,Deepfakes,074_825,train
train\fake\Deepfakes\074_825_f000086.jpg,1,Deepfakes,074_825,train
train\fake\Deepfakes\074_825_f000172.jpg,1,Deepfakes,074_825,train
train\fake\Deepfakes\074_825_f000258.jpg,1,Deepfakes,074_825,train
train\fake\Deepfakes\074_825_f000344.jpg,1,Deepfakes,074_825,train
train\fake\Deepfakes\068_028_f000000.jpg,1,Deepfakes,068_028,train
train\fake\Deepfakes\068_028_f000100.jpg,1,Deepfakes,068_028,train
train\fake\Deepfakes\068_028_f000200.jpg,1,Deepfakes,068_028,train
train\fake\Deepfakes\068_028_f000300.jpg,1,Deepfakes,068_028,train
train\fake\Deepfakes\068_028_f000400.jpg,1,Deepfakes,068_028,train
train\fake\Deepfakes\349_350_f000000.jpg,1,Deepfakes,349_350,train
train\fake\Deepfakes\349_350_f000117.jpg,1,Deepfakes,349_350,train
train\fake\Deepfakes\349_350_f000234.jpg,1,Deepfakes,349_350,train
train\fake\Deepfakes\349_350_f000351.jpg,1,Deepfakes,349_350,train
train\fake\Deepfakes\349_350_f000468.jpg,1,Deepfakes,349_350,train
train\fake\Deepfakes\741_731_f000000.jpg,1,Deepfakes,741_731,train
train\fake\Deepfakes\741_731_f000092.jpg,1,Deepfakes,741_731,train
train\fake\Deepfakes\741_731_f000184.jpg,1,Deepfakes,741_731,train
train\fake\Deepfakes\741_731_f000276.jpg,1,Deepfakes,741_731,train
train\fake\Deepfakes\741_731_f000368.jpg,1,Deepfakes,741_731,train
train\fake\Deepfakes\960_999_f000000.jpg,1,Deepfakes,960_999,train
train\fake\Deepfakes\960_999_f000086.jpg,1,Deepfakes,960_999,train
train\fake\Deepfakes\960_999_f000172.jpg,1,Deepfakes,960_999,train
train\fake\Deepfakes\960_999_f000258.jpg,1,Deepfakes,960_999,train
train\fake\Deepfakes\960_999_f000344.jpg,1,Deepfakes,960_999,train
train\fake\Deepfakes\566_617_f000000.jpg,1,Deepfakes,566_617,train
train\fake\Deepfakes\566_617_f000180.jpg,1,Deepfakes,566_617,train
train\fake\Deepfakes\566_617_f000360.jpg,1,Deepfakes,566_617,train
train\fake\Deepfakes\566_617_f000540.jpg,1,Deepfakes,566_617,train
train\fake\Deepfakes\566_617_f000720.jpg,1,Deepfakes,566_617,train
train\fake\Deepfakes\885_802_f000000.jpg,1,Deepfakes,885_802,train
train\fake\Deepfakes\885_802_f000082.jpg,1,Deepfakes,885_802,train
train\fake\Deepfakes\885_802_f000164.jpg,1,Deepfakes,885_802,train
train\fake\Deepfakes\885_802_f000246.jpg,1,Deepfakes,885_802,train
train\fake\Deepfakes\885_802_f000328.jpg,1,Deepfakes,885_802,train
train\fake\Deepfakes\894_848_f000000.jpg,1,Deepfakes,894_848,train
train\fake\Deepfakes\894_848_f000081.jpg,1,Deepfakes,894_848,train
train\fake\Deepfakes\855_801_f000000.jpg,1,Deepfakes,855_801,train
train\fake\Deepfakes\855_801_f000157.jpg,1,Deepfakes,855_801,train
train\fake\Deepfakes\855_801_f000314.jpg,1,Deepfakes,855_801,train
train\fake\Deepfakes\855_801_f000471.jpg,1,Deepfakes,855_801,train
train\fake\Deepfakes\855_801_f000628.jpg,1,Deepfakes,855_801,train
train\fake\Deepfakes\005_010_f000000.jpg,1,Deepfakes,005_010,train
train\fake\Deepfakes\005_010_f000096.jpg,1,Deepfakes,005_010,train
train\fake\Deepfakes\005_010_f000192.jpg,1,Deepfakes,005_010,train
train\fake\Deepfakes\005_010_f000288.jpg,1,Deepfakes,005_010,train
train\fake\Deepfakes\005_010_f000384.jpg,1,Deepfakes,005_010,train
train\fake\Deepfakes\432_357_f000000.jpg,1,Deepfakes,432_357,train
train\fake\Deepfakes\432_357_f000089.jpg,1,Deepfakes,432_357,train
train\fake\Deepfakes\432_357_f000178.jpg,1,Deepfakes,432_357,train
train\fake\Deepfakes\432_357_f000267.jpg,1,Deepfakes,432_357,train
train\fake\Deepfakes\432_357_f000356.jpg,1,Deepfakes,432_357,train
train\fake\Deepfakes\614_616_f000000.jpg,1,Deepfakes,614_616,train
train\fake\Deepfakes\614_616_f000126.jpg,1,Deepfakes,614_616,train
train\fake\Deepfakes\614_616_f000252.jpg,1,Deepfakes,614_616,train
train\fake\Deepfakes\614_616_f000378.jpg,1,Deepfakes,614_616,train
train\fake\Deepfakes\614_616_f000504.jpg,1,Deepfakes,614_616,train
train\fake\Deepfakes\288_321_f000000.jpg,1,Deepfakes,288_321,train
train\fake\Deepfakes\288_321_f000135.jpg,1,Deepfakes,288_321,train
train\fake\Deepfakes\288_321_f000270.jpg,1,Deepfakes,288_321,train
train\fake\Deepfakes\288_321_f000405.jpg,1,Deepfakes,288_321,train
train\fake\Deepfakes\288_321_f000540.jpg,1,Deepfakes,288_321,train
train\fake\Deepfakes\105_180_f000000.jpg,1,Deepfakes,105_180,train
train\fake\Deepfakes\105_180_f000074.jpg,1,Deepfakes,105_180,train
train\fake\Deepfakes\105_180_f000148.jpg,1,Deepfakes,105_180,train
train\fake\Deepfakes\105_180_f000222.jpg,1,Deepfakes,105_180,train
train\fake\Deepfakes\105_180_f000296.jpg,1,Deepfakes,105_180,train
train\fake\Deepfakes\247_229_f000000.jpg,1,Deepfakes,247_229,train
train\fake\Deepfakes\247_229_f000099.jpg,1,Deepfakes,247_229,train
train\fake\Deepfakes\247_229_f000198.jpg,1,Deepfakes,247_229,train
train\fake\Deepfakes\247_229_f000297.jpg,1,Deepfakes,247_229,train
train\fake\Deepfakes\247_229_f000396.jpg,1,Deepfakes,247_229,train
train\fake\Deepfakes\097_033_f000000.jpg,1,Deepfakes,097_033,train
train\fake\Deepfakes\097_033_f000119.jpg,1,Deepfakes,097_033,train
train\fake\Deepfakes\097_033_f000238.jpg,1,Deepfakes,097_033,train
train\fake\Deepfakes\097_033_f000357.jpg,1,Deepfakes,097_033,train
train\fake\Deepfakes\097_033_f000476.jpg,1,Deepfakes,097_033,train
train\fake\Deepfakes\171_173_f000000.jpg,1,Deepfakes,171_173,train
train\fake\Deepfakes\171_173_f000135.jpg,1,Deepfakes,171_173,train
train\fake\Deepfakes\171_173_f000270.jpg,1,Deepfakes,171_173,train
train\fake\Deepfakes\171_173_f000405.jpg,1,Deepfakes,171_173,train
train\fake\Deepfakes\171_173_f000540.jpg,1,Deepfakes,171_173,train
train\fake\Deepfakes\746_571_f000000.jpg,1,Deepfakes,746_571,train
train\fake\Deepfakes\746_571_f000123.jpg,1,Deepfakes,746_571,train
train\fake\Deepfakes\746_571_f000246.jpg,1,Deepfakes,746_571,train
train\fake\Deepfakes\746_571_f000369.jpg,1,Deepfakes,746_571,train
train\fake\Deepfakes\746_571_f000492.jpg,1,Deepfakes,746_571,train
train\fake\Deepfakes\122_144_f000000.jpg,1,Deepfakes,122_144,train
train\fake\Deepfakes\122_144_f000077.jpg,1,Deepfakes,122_144,train
train\fake\Deepfakes\122_144_f000154.jpg,1,Deepfakes,122_144,train
train\fake\Deepfakes\122_144_f000231.jpg,1,Deepfakes,122_144,train
train\fake\Deepfakes\122_144_f000308.jpg,1,Deepfakes,122_144,train
train\fake\Deepfakes\225_151_f000000.jpg,1,Deepfakes,225_151,train
train\fake\Deepfakes\225_151_f000075.jpg,1,Deepfakes,225_151,train
train\fake\Deepfakes\225_151_f000150.jpg,1,Deepfakes,225_151,train
train\fake\Deepfakes\225_151_f000225.jpg,1,Deepfakes,225_151,train
train\fake\Deepfakes\225_151_f000300.jpg,1,Deepfakes,225_151,train
train\fake\Deepfakes\103_082_f000000.jpg,1,Deepfakes,103_082,train
train\fake\Deepfakes\103_082_f000148.jpg,1,Deepfakes,103_082,train
train\fake\Deepfakes\103_082_f000296.jpg,1,Deepfakes,103_082,train
train\fake\Deepfakes\103_082_f000444.jpg,1,Deepfakes,103_082,train
train\fake\Deepfakes\103_082_f000592.jpg,1,Deepfakes,103_082,train
train\fake\Deepfakes\560_557_f000000.jpg,1,Deepfakes,560_557,train
train\fake\Deepfakes\560_557_f000087.jpg,1,Deepfakes,560_557,train
train\fake\Deepfakes\560_557_f000174.jpg,1,Deepfakes,560_557,train
train\fake\Deepfakes\560_557_f000261.jpg,1,Deepfakes,560_557,train
train\fake\Deepfakes\560_557_f000348.jpg,1,Deepfakes,560_557,train
train\fake\Deepfakes\004_982_f000000.jpg,1,Deepfakes,004_982,train
train\fake\Deepfakes\004_982_f000077.jpg,1,Deepfakes,004_982,train
train\fake\Deepfakes\004_982_f000154.jpg,1,Deepfakes,004_982,train
train\fake\Deepfakes\004_982_f000231.jpg,1,Deepfakes,004_982,train
train\fake\Deepfakes\004_982_f000308.jpg,1,Deepfakes,004_982,train
train\fake\Deepfakes\438_434_f000000.jpg,1,Deepfakes,438_434,train
train\fake\Deepfakes\438_434_f000135.jpg,1,Deepfakes,438_434,train
train\fake\Deepfakes\438_434_f000270.jpg,1,Deepfakes,438_434,train
train\fake\Deepfakes\438_434_f000405.jpg,1,Deepfakes,438_434,train
train\fake\Deepfakes\438_434_f000540.jpg,1,Deepfakes,438_434,train
train\fake\Deepfakes\069_961_f000000.jpg,1,Deepfakes,069_961,train
train\fake\Deepfakes\069_961_f000193.jpg,1,Deepfakes,069_961,train
train\fake\Deepfakes\069_961_f000386.jpg,1,Deepfakes,069_961,train
train\fake\Deepfakes\069_961_f000579.jpg,1,Deepfakes,069_961,train
train\fake\Deepfakes\069_961_f000772.jpg,1,Deepfakes,069_961,train
train\fake\Deepfakes\573_757_f000000.jpg,1,Deepfakes,573_757,train
train\fake\Deepfakes\573_757_f000153.jpg,1,Deepfakes,573_757,train
train\fake\Deepfakes\573_757_f000306.jpg,1,Deepfakes,573_757,train
train\fake\Deepfakes\573_757_f000459.jpg,1,Deepfakes,573_757,train
train\fake\Deepfakes\573_757_f000612.jpg,1,Deepfakes,573_757,train
train\fake\Deepfakes\012_026_f000000.jpg,1,Deepfakes,012_026,train
train\fake\Deepfakes\012_026_f000090.jpg,1,Deepfakes,012_026,train
train\fake\Deepfakes\012_026_f000180.jpg,1,Deepfakes,012_026,train
train\fake\Deepfakes\012_026_f000270.jpg,1,Deepfakes,012_026,train
train\fake\Deepfakes\012_026_f000360.jpg,1,Deepfakes,012_026,train
train\fake\Deepfakes\233_995_f000000.jpg,1,Deepfakes,233_995,train
train\fake\Deepfakes\233_995_f000168.jpg,1,Deepfakes,233_995,train
train\fake\Deepfakes\233_995_f000336.jpg,1,Deepfakes,233_995,train
train\fake\Deepfakes\233_995_f000504.jpg,1,Deepfakes,233_995,train
train\fake\Deepfakes\233_995_f000672.jpg,1,Deepfakes,233_995,train
train\fake\Deepfakes\758_754_f000000.jpg,1,Deepfakes,758_754,train
train\fake\Deepfakes\758_754_f000097.jpg,1,Deepfakes,758_754,train
train\fake\Deepfakes\758_754_f000194.jpg,1,Deepfakes,758_754,train
train\fake\Deepfakes\758_754_f000291.jpg,1,Deepfakes,758_754,train
train\fake\Deepfakes\758_754_f000388.jpg,1,Deepfakes,758_754,train
train\fake\Deepfakes\492_325_f000000.jpg,1,Deepfakes,492_325,train
train\fake\Deepfakes\492_325_f000086.jpg,1,Deepfakes,492_325,train
train\fake\Deepfakes\492_325_f000172.jpg,1,Deepfakes,492_325,train
train\fake\Deepfakes\492_325_f000258.jpg,1,Deepfakes,492_325,train
train\fake\Deepfakes\492_325_f000344.jpg,1,Deepfakes,492_325,train
train\fake\Deepfakes\863_853_f000000.jpg,1,Deepfakes,863_853,train
train\fake\Deepfakes\863_853_f000128.jpg,1,Deepfakes,863_853,train
train\fake\Deepfakes\863_853_f000256.jpg,1,Deepfakes,863_853,train
train\fake\Deepfakes\863_853_f000384.jpg,1,Deepfakes,863_853,train
train\fake\Deepfakes\863_853_f000512.jpg,1,Deepfakes,863_853,train
train\fake\Deepfakes\849_771_f000000.jpg,1,Deepfakes,849_771,train
train\fake\Deepfakes\849_771_f000080.jpg,1,Deepfakes,849_771,train
train\fake\Deepfakes\849_771_f000160.jpg,1,Deepfakes,849_771,train
train\fake\Deepfakes\849_771_f000240.jpg,1,Deepfakes,849_771,train
train\fake\Deepfakes\849_771_f000320.jpg,1,Deepfakes,849_771,train
train\fake\Deepfakes\933_925_f000000.jpg,1,Deepfakes,933_925,train
train\fake\Deepfakes\933_925_f000123.jpg,1,Deepfakes,933_925,train
train\fake\Deepfakes\933_925_f000246.jpg,1,Deepfakes,933_925,train
train\fake\Deepfakes\933_925_f000369.jpg,1,Deepfakes,933_925,train
train\fake\Deepfakes\933_925_f000492.jpg,1,Deepfakes,933_925,train
train\fake\Deepfakes\759_755_f000000.jpg,1,Deepfakes,759_755,train
train\fake\Deepfakes\759_755_f000108.jpg,1,Deepfakes,759_755,train
train\fake\Deepfakes\759_755_f000216.jpg,1,Deepfakes,759_755,train
train\fake\Deepfakes\759_755_f000324.jpg,1,Deepfakes,759_755,train
train\fake\Deepfakes\759_755_f000432.jpg,1,Deepfakes,759_755,train
train\fake\Deepfakes\468_470_f000000.jpg,1,Deepfakes,468_470,train
train\fake\Deepfakes\468_470_f000149.jpg,1,Deepfakes,468_470,train
train\fake\Deepfakes\468_470_f000298.jpg,1,Deepfakes,468_470,train
train\fake\Deepfakes\468_470_f000447.jpg,1,Deepfakes,468_470,train
train\fake\Deepfakes\468_470_f000596.jpg,1,Deepfakes,468_470,train
train\fake\Deepfakes\252_266_f000000.jpg,1,Deepfakes,252_266,train
train\fake\Deepfakes\252_266_f000142.jpg,1,Deepfakes,252_266,train
train\fake\Deepfakes\252_266_f000284.jpg,1,Deepfakes,252_266,train
train\fake\Deepfakes\252_266_f000426.jpg,1,Deepfakes,252_266,train
train\fake\Deepfakes\252_266_f000568.jpg,1,Deepfakes,252_266,train
train\fake\Deepfakes\027_009_f000000.jpg,1,Deepfakes,027_009,train
train\fake\Deepfakes\027_009_f000078.jpg,1,Deepfakes,027_009,train
train\fake\Deepfakes\027_009_f000156.jpg,1,Deepfakes,027_009,train
train\fake\Deepfakes\027_009_f000234.jpg,1,Deepfakes,027_009,train
train\fake\Deepfakes\027_009_f000312.jpg,1,Deepfakes,027_009,train
train\fake\Deepfakes\183_253_f000000.jpg,1,Deepfakes,183_253,train
train\fake\Deepfakes\183_253_f000097.jpg,1,Deepfakes,183_253,train
train\fake\Deepfakes\183_253_f000194.jpg,1,Deepfakes,183_253,train
train\fake\Deepfakes\183_253_f000291.jpg,1,Deepfakes,183_253,train
train\fake\Deepfakes\183_253_f000388.jpg,1,Deepfakes,183_253,train
train\fake\Deepfakes\228_289_f000000.jpg,1,Deepfakes,228_289,train
train\fake\Deepfakes\228_289_f000138.jpg,1,Deepfakes,228_289,train
train\fake\Deepfakes\228_289_f000276.jpg,1,Deepfakes,228_289,train
train\fake\Deepfakes\228_289_f000414.jpg,1,Deepfakes,228_289,train
train\fake\Deepfakes\228_289_f000552.jpg,1,Deepfakes,228_289,train
train\fake\Deepfakes\828_830_f000000.jpg,1,Deepfakes,828_830,train
train\fake\Deepfakes\828_830_f000079.jpg,1,Deepfakes,828_830,train
train\fake\Deepfakes\828_830_f000158.jpg,1,Deepfakes,828_830,train
train\fake\Deepfakes\828_830_f000237.jpg,1,Deepfakes,828_830,train
train\fake\Deepfakes\828_830_f000316.jpg,1,Deepfakes,828_830,train
train\fake\Deepfakes\911_910_f000000.jpg,1,Deepfakes,911_910,train
train\fake\Deepfakes\911_910_f000082.jpg,1,Deepfakes,911_910,train
train\fake\Deepfakes\911_910_f000164.jpg,1,Deepfakes,911_910,train
train\fake\Deepfakes\911_910_f000246.jpg,1,Deepfakes,911_910,train
train\fake\Deepfakes\911_910_f000328.jpg,1,Deepfakes,911_910,train
train\fake\Deepfakes\347_314_f000000.jpg,1,Deepfakes,347_314,train
train\fake\Deepfakes\347_314_f000114.jpg,1,Deepfakes,347_314,train
train\fake\Deepfakes\347_314_f000228.jpg,1,Deepfakes,347_314,train
train\fake\Deepfakes\347_314_f000342.jpg,1,Deepfakes,347_314,train
train\fake\Deepfakes\347_314_f000456.jpg,1,Deepfakes,347_314,train
